embutidos;tipo;largura;altura;tamanho;nao_vazias;preenchidas;buracos;impossiveis;%possiveis;%interior;%borda
336;Boustrophedon ;55;58;3190;1475;1344;90;41;93.72;97.82;63.03
291;Espiral Crescente ;51;54;2754;1306;1164;109;33;91.44;98.72;55.52
174;Varredura ;39;44;1716;777;696;63;18;91.7;98.15;61.54
304;Espiral Crescente ;52;58;3016;1375;1216;116;43;91.29;98.01;57.14
344;Boustrophedon ;63;54;3402;1510;1376;93;41;93.67;97.59;65.8
389;Boustrophedon ;57;57;3249;1737;1556;141;40;91.69;97.13;62.43
431;Varredura ;52;58;3016;1840;1724;102;14;94.41;98.91;64.89
319;Espiral Crescente ;59;40;2360;1401;1276;100;25;92.73;98.6;57.75
359;Varredura ;50;56;2800;1554;1436;98;20;93.61;98.35;56.56
348;Varredura ;63;41;2583;1462;1392;60;10;95.87;99.12;71.63
317;Varredura ;55;56;3080;1395;1268;95;32;93.03;97.23;60.58
342;Boustrophedon ;56;55;3080;1510;1368;108;34;92.68;98.12;58.54
214;Varredura ;52;42;2184;958;856;83;19;91.16;98.2;62.45
379;Espiral Crescente ;60;50;3000;1649;1516;103;30;93.64;98.7;55.94
298;Boustrophedon ;52;51;2652;1312;1192;97;23;92.47;97.5;60.26
205;Boustrophedon ;44;41;1804;911;820;63;28;92.87;97.99;63.85
316;Boustrophedon ;55;63;3465;1409;1264;115;30;91.66;96.63;65.27
272;Varredura ;49;56;2744;1190;1088;69;33;94.04;99.04;62.95
291;Varredura ;40;55;2200;1287;1164;93;30;92.6;97.52;59.41
314;Boustrophedon ;53;53;2809;1381;1256;95;30;92.97;98.67;56.18
313;Boustrophedon ;51;62;3162;1375;1252;99;24;92.67;97.59;62.2
270;Varredura ;46;63;2898;1206;1080;95;31;91.91;96.71;64.15
245;Varredura ;43;48;2064;1083;980;79;24;92.54;98.2;54.69
361;Boustrophedon ;56;57;3192;1573;1444;101;28;93.46;97.87;61.15
205;Varredura ;42;41;1722;913;820;81;12;91.01;97.1;61.7
256;Boustrophedon ;51;56;2856;1136;1024;89;23;92.0;97.65;62.4
508;Varredura ;51;59;3009;2144;2032;83;29;96.08;99.31;63.6
221;Boustrophedon ;44;41;1804;1009;884;98;27;90.02;96.04;62.15
236;Boustrophedon ;44;55;2420;1048;944;71;33;93.0;96.98;64.25
281;Varredura ;54;55;2970;1262;1124;111;27;91.01;96.45;62.82
319;Varredura ;45;58;2610;1405;1276;105;24;92.4;97.13;62.35
302;Varredura ;55;59;3245;1347;1208;112;27;91.52;97.27;61.54
266;Boustrophedon ;50;51;2550;1175;1064;92;19;92.04;97.02;64.83
306;Boustrophedon ;56;52;2912;1365;1224;102;39;92.31;97.66;60.81
314;Boustrophedon ;59;55;3245;1395;1256;106;33;92.22;96.96;61.82
528;Boustrophedon ;57;57;3249;2205;2112;78;15;96.44;98.38;73.36
336;Boustrophedon ;54;55;2970;1476;1344;103;29;92.88;97.85;60.0
349;Varredura ;59;46;2714;1537;1396;111;30;92.63;97.73;57.25
210;Varredura ;38;54;2052;925;840;63;22;93.02;97.15;65.78
400;Boustrophedon ;62;53;3286;1738;1600;117;21;93.19;98.15;60.5
358;Varredura ;50;52;2600;1552;1432;98;22;93.59;97.72;62.34
347;Varredura ;51;63;3213;1517;1388;103;26;93.09;98.3;61.57
280;Varredura ;49;61;2989;1284;1120;132;32;89.46;96.05;60.99
396;Boustrophedon ;56;62;3472;1740;1584;126;30;92.63;97.28;61.76
313;Espiral Crescente ;59;44;2596;1382;1252;98;32;92.74;98.47;57.84
560;Varredura ;60;57;3420;2368;2240;98;30;95.81;98.94;63.07
292;Espiral Decrescente ;52;45;2340;1292;1168;104;20;91.82;95.08;69.36
479;Varredura ;58;58;3364;2073;1916;112;45;94.48;98.17;61.3
534;Varredura ;60;51;3060;2256;2136;95;25;95.74;99.23;64.77
290;Boustrophedon ;49;53;2597;1291;1160;95;36;92.43;98.0;61.99
262;Espiral Crescente ;51;46;2346;1142;1048;74;20;93.4;98.62;58.88
356;Boustrophedon ;61;53;3233;1552;1424;89;39;94.12;98.22;66.13
410;Espiral Crescente ;53;62;3286;1776;1640;114;22;93.5;98.88;54.75
335;Boustrophedon ;60;51;3060;1542;1340;148;54;90.05;95.84;58.08
288;Varredura ;52;48;2496;1262;1152;89;21;92.83;97.42;61.57
448;Boustrophedon ;63;57;3591;1918;1792;97;29;94.87;98.48;63.41
298;Boustrophedon ;57;48;2736;1305;1192;85;28;93.34;98.13;60.43
305;Varredura ;57;50;2850;1357;1220;105;32;92.08;96.89;61.13
231;Espiral Crescente ;43;51;2193;1024;924;85;15;91.58;98.45;64.94
311;Boustrophedon ;45;63;2835;1364;1244;96;24;92.84;96.93;66.27
235;Boustrophedon ;45;51;2295;1052;940;82;30;91.98;96.55;60.85
314;Boustrophedon ;57;57;3249;1395;1256;107;32;92.15;97.89;62.09
340;Boustrophedon ;46;57;2622;1491;1360;110;21;92.52;96.62;64.11
347;Boustrophedon ;49;59;2891;1523;1388;102;33;93.15;97.27;63.67
234;Boustrophedon ;48;46;2208;1034;936;74;24;92.67;97.48;67.5
300;Boustrophedon ;51;51;2601;1324;1200;102;22;92.17;98.14;58.23
196;Boustrophedon ;45;44;1980;881;784;66;31;92.24;97.35;60.7
254;Boustrophedon ;48;53;2544;1130;1016;91;23;91.78;97.64;61.57
314;Boustrophedon ;55;55;3025;1412;1256;113;43;91.75;96.57;57.3
272;Boustrophedon ;57;47;2679;1200;1088;80;32;93.15;98.8;64.81
295;Boustrophedon ;48;47;2256;1293;1180;86;27;93.21;98.38;60.66
125;Varredura ;30;37;1110;565;500;47;18;91.41;97.82;63.16
386;Espiral Decrescente ;60;48;2880;1701;1544;129;28;92.29;96.56;64.14
234;Boustrophedon ;49;35;1715;1012;936;63;13;93.69;98.21;64.74
227;Boustrophedon ;42;46;1932;1000;908;73;19;92.56;96.88;66.16
267;Boustrophedon ;41;60;2460;1180;1068;94;18;91.91;97.52;64.68
299;Varredura ;42;52;2184;1301;1196;80;25;93.73;98.12;64.14
395;Varredura ;59;60;3540;1785;1580;155;50;91.07;95.31;61.34
257;Boustrophedon ;47;41;1927;1118;1028;83;7;92.53;96.25;70.11
346;Boustrophedon ;55;60;3300;1521;1384;106;31;92.89;98.33;56.55
228;Boustrophedon ;42;43;1806;1006;912;82;12;91.75;97.91;60.31
341;Boustrophedon ;58;53;3074;1495;1364;100;31;93.17;98.83;61.39
234;Varredura ;61;53;3233;1064;936;97;31;90.61;97.48;64.95
261;Espiral Crescente ;47;56;2632;1176;1044;104;28;90.94;98.14;56.27
375;Espiral Crescente ;62;51;3162;1671;1500;129;42;92.08;98.73;54.03
278;Varredura ;62;42;2604;1233;1112;92;29;92.36;97.55;61.96
472;Boustrophedon ;58;63;3654;2046;1888;126;32;93.74;97.98;61.2
304;Boustrophedon ;53;63;3339;1359;1216;114;29;91.43;97.15;63.07
374;Espiral Crescente ;52;62;3224;1686;1496;145;45;91.16;98.33;53.97
379;Boustrophedon ;57;53;3021;1648;1516;113;19;93.06;97.24;65.31
241;Varredura ;51;52;2652;1114;964;104;46;90.26;97.74;58.49
258;Boustrophedon ;59;44;2596;1160;1032;95;33;91.57;97.21;61.13
625;Boustrophedon ;63;63;3969;2638;2500;106;32;95.93;98.9;68.17
243;Varredura ;52;37;1924;1067;972;74;21;92.93;97.63;66.22
238;Varredura ;37;50;1850;1067;952;92;23;91.19;96.92;60.27
311;Espiral Crescente ;54;46;2484;1363;1244;85;34;93.6;98.57;57.44
286;Boustrophedon ;63;59;3717;1304;1144;119;41;90.58;97.02;56.23
266;Boustrophedon ;41;46;1886;1147;1064;66;17;94.16;98.64;63.73
235;Boustrophedon ;48;49;2352;1025;940;72;13;92.89;97.85;64.36
303;Boustrophedon ;53;53;2809;1330;1212;90;28;93.09;97.2;66.02
300;Espiral Crescente ;48;63;3024;1344;1200;122;22;90.77;98.25;51.92
302;Boustrophedon ;50;50;2500;1339;1208;105;26;92.0;97.63;56.79
265;Boustrophedon ;59;45;2655;1209;1060;121;28;89.75;97.07;57.49
233;Boustrophedon ;43;40;1720;1006;932;66;8;93.39;96.83;69.28
289;Boustrophedon ;44;58;2552;1270;1156;89;25;92.85;97.67;62.5
332;Boustrophedon ;55;51;2805;1471;1328;110;33;92.35;97.65;64.09
374;Espiral Decrescente ;59;51;3009;1628;1496;107;25;93.33;96.23;70.44
327;Boustrophedon ;56;57;3192;1444;1308;101;35;92.83;97.87;64.89
350;Boustrophedon ;57;42;2394;1526;1400;109;17;92.78;97.17;64.71
222;Boustrophedon ;50;41;2050;969;888;61;20;93.57;98.7;64.32
404;Boustrophedon ;63;56;3528;1781;1616;127;38;92.71;96.72;59.44
321;Boustrophedon ;57;55;3135;1405;1284;101;20;92.71;98.0;61.87
370;Espiral Crescente ;57;52;2964;1620;1480;115;25;92.79;98.64;58.22
433;Boustrophedon ;60;60;3600;1899;1732;120;47;93.52;98.15;58.43
220;Boustrophedon ;50;42;2100;975;880;69;26;92.73;97.78;62.68
586;Boustrophedon ;63;63;3969;2476;2344;106;26;95.67;99.4;61.98
234;Espiral Crescente ;46;41;1886;1040;936;84;20;91.76;98.91;54.98
333;Boustrophedon ;54;56;3024;1448;1332;91;25;93.61;98.4;62.69
304;Varredura ;50;51;2550;1345;1216;115;14;91.36;97.79;59.46
349;Boustrophedon ;56;57;3192;1578;1396;133;49;91.3;96.89;55.59
321;Varredura ;44;56;2464;1421;1284;108;29;92.24;98.01;57.46
579;Varredura ;56;59;3304;2410;2316;72;22;96.98;99.63;68.15
260;Espiral Crescente ;51;48;2448;1165;1040;103;22;90.99;97.93;56.91
345;Boustrophedon ;58;46;2668;1522;1380;103;39;93.05;97.83;58.18
296;Varredura ;49;48;2352;1297;1184;88;25;93.08;97.56;62.17
463;Espiral Crescente ;63;58;3654;2044;1852;153;39;92.37;98.28;54.34
314;Boustrophedon ;54;51;2754;1392;1256;104;32;92.35;97.79;57.47
249;Boustrophedon ;48;50;2400;1098;996;85;17;92.14;99.17;63.18
279;Boustrophedon ;46;62;2852;1233;1116;90;27;92.54;98.88;58.1
316;Boustrophedon ;51;50;2550;1409;1264;106;39;92.26;97.75;59.73
303;Varredura ;35;61;2135;1320;1212;81;27;93.74;96.63;68.02
314;Espiral Crescente ;57;51;2907;1405;1256;112;37;91.81;98.58;52.33
342;Boustrophedon ;57;52;2964;1522;1368;117;37;92.12;97.51;60.88
336;Espiral Decrescente ;58;57;3306;1492;1344;116;32;92.05;95.3;71.03
314;Varredura ;62;60;3720;1394;1256;109;29;92.01;98.41;63.0
285;Varredura ;52;58;3016;1275;1140;104;31;91.64;96.75;64.48
349;Varredura ;59;60;3540;1546;1396;116;34;92.33;97.25;62.46
240;Varredura ;61;35;2135;1083;960;100;23;90.57;96.3;62.45
450;Varredura ;61;55;3355;1964;1800;128;36;93.36;97.91;61.88
294;Boustrophedon ;55;56;3080;1315;1176;107;32;91.66;97.36;61.9
203;Espiral Decrescente ;44;44;1936;905;812;66;27;92.48;96.01;67.98
218;Boustrophedon ;44;39;1716;961;872;71;18;92.47;98.61;54.65
275;Espiral Crescente ;54;45;2430;1204;1100;86;18;92.75;97.76;62.9
314;Varredura ;56;57;3192;1423;1256;135;32;90.29;96.78;60.6
296;Espiral Crescente ;39;54;2106;1286;1184;92;10;92.79;98.53;56.78
308;Varredura ;48;57;2736;1357;1232;94;31;92.91;98.88;60.63
410;Boustrophedon ;58;60;3480;1797;1640;125;32;92.92;97.8;58.25
314;Varredura ;52;55;2860;1397;1256;100;41;92.63;97.44;57.74
402;Boustrophedon ;59;53;3127;1729;1608;89;32;94.76;98.34;65.6
287;Boustrophedon ;40;54;2160;1267;1148;91;28;92.66;97.8;56.95
344;Boustrophedon ;56;58;3248;1505;1376;94;35;93.61;98.6;60.98
316;Espiral Decrescente ;55;60;3300;1422;1264;123;35;91.13;95.38;64.31
295;Boustrophedon ;50;57;2850;1316;1180;106;30;91.76;97.79;58.91
325;Varredura ;50;57;2850;1471;1300;144;27;90.03;96.27;62.61
325;Espiral Crescente ;63;53;3339;1472;1300;132;40;90.78;98.84;54.57
250;Boustrophedon ;50;46;2300;1111;1000;83;28;92.34;97.68;63.45
211;Varredura ;49;32;1568;930;844;70;16;92.34;96.92;65.76
213;Boustrophedon ;44;45;1980;937;852;58;27;93.63;97.72;64.58
572;Varredura ;63;63;3969;2431;2288;115;28;95.21;99.57;60.59
373;Boustrophedon ;54;55;2970;1634;1492;106;36;93.37;98.73;57.48
276;Boustrophedon ;53;50;2650;1228;1104;99;25;91.77;97.81;61.99
362;Espiral Decrescente ;54;56;3024;1576;1448;105;23;93.24;96.6;66.93
203;Varredura ;47;41;1927;908;812;70;26;92.06;97.36;59.26
403;Espiral Crescente ;63;60;3780;1768;1612;118;38;93.18;98.07;59.49
342;Boustrophedon ;48;58;2784;1513;1368;109;36;92.62;98.47;54.18
306;Boustrophedon ;55;55;3025;1330;1224;92;14;93.01;98.61;63.89
262;Boustrophedon ;51;41;2091;1140;1048;72;20;93.57;97.9;61.5
282;Espiral Crescente ;52;47;2444;1258;1128;111;19;91.04;97.61;57.94
388;Espiral Crescente ;46;63;2898;1677;1552;102;23;93.83;98.47;56.72
311;Boustrophedon ;56;46;2576;1374;1244;96;34;92.84;97.07;65.25
390;Varredura ;60;57;3420;1712;1560;118;34;92.97;97.66;60.86
337;Varredura ;60;58;3480;1489;1348;116;25;92.08;97.66;61.17
330;Boustrophedon ;53;57;3021;1455;1320;105;30;92.63;97.85;62.59
333;Boustrophedon ;55;50;2750;1448;1332;88;28;93.8;98.65;61.98
332;Boustrophedon ;55;63;3465;1491;1328;123;40;91.52;97.44;58.57
355;Varredura ;55;60;3300;1582;1420;125;37;91.91;96.24;62.75
308;Espiral Crescente ;45;58;2610;1383;1232;112;39;91.67;98.9;53.2
411;Varredura ;62;59;3658;1825;1644;141;40;92.1;96.71;60.83
396;Boustrophedon ;63;62;3906;1737;1584;137;16;92.04;97.29;65.67
197;Espiral Crescente ;45;45;2025;882;788;73;21;91.52;97.91;62.44
387;Boustrophedon ;55;61;3355;1701;1548;121;32;92.75;96.93;63.33
379;Varredura ;55;53;2915;1657;1516;116;25;92.89;97.33;61.9
215;Boustrophedon ;34;59;2006;976;860;94;22;90.15;95.73;63.0
307;Boustrophedon ;47;56;2632;1338;1228;87;23;93.38;97.36;66.39
247;Varredura ;53;46;2438;1094;988;87;19;91.91;97.74;65.61
375;Boustrophedon ;55;56;3080;1614;1500;95;19;94.04;97.94;66.54
259;Varredura ;45;58;2610;1167;1036;105;26;90.8;98.06;60.55
206;Espiral Crescente ;38;40;1520;907;824;67;16;92.48;98.8;53.46
397;Varredura ;55;60;3300;1724;1588;104;32;93.85;98.67;60.07
214;Varredura ;57;43;2451;961;856;82;23;91.26;97.12;57.87
466;Varredura ;55;53;2915;1949;1864;64;21;96.68;99.47;68.2
254;Espiral Crescente ;44;49;2156;1123;1016;86;21;92.2;98.27;53.57
523;Varredura ;58;63;3654;2238;2092;113;33;94.88;98.99;63.82
266;Boustrophedon ;51;54;2754;1183;1064;99;20;91.49;97.85;60.71
257;Varredura ;48;47;2256;1129;1028;79;22;92.86;97.5;62.68
423;Espiral Crescente ;55;60;3300;1856;1692;141;23;92.31;98.13;55.88
492;Boustrophedon ;59;63;3717;2137;1968;128;41;93.89;98.71;58.17
294;Varredura ;50;51;2550;1307;1176;108;23;91.59;97.61;59.07
280;Espiral Crescente ;59;46;2714;1239;1120;93;26;92.33;98.18;59.44
331;Boustrophedon ;58;59;3422;1484;1324;121;39;91.63;97.24;60.49
243;Varredura ;53;46;2438;1097;972;97;28;90.93;97.53;58.06
234;Varredura ;52;49;2548;1065;936;94;35;90.87;97.86;58.82
256;Espiral Crescente ;43;54;2322;1163;1024;99;40;91.18;98.22;53.76
295;Boustrophedon ;49;51;2499;1306;1180;107;19;91.69;96.92;60.59
333;Boustrophedon ;44;54;2376;1436;1332;83;21;94.13;97.75;67.09
529;Varredura ;60;60;3600;2226;2116;96;14;95.66;99.23;65.2
281;Varredura ;53;39;2067;1247;1124;100;23;91.83;96.98;58.18
269;Varredura ;55;47;2585;1202;1076;87;39;92.52;98.09;58.14
291;Varredura ;47;57;2679;1266;1164;70;32;94.33;98.07;64.66
481;Varredura ;55;53;2915;2011;1924;67;20;96.63;99.5;65.02
230;Varredura ;53;43;2279;1017;920;78;19;92.18;98.09;64.5
234;Varredura ;51;47;2397;1060;936;102;22;90.17;96.36;60.0
263;Espiral Crescente ;57;49;2793;1164;1052;98;14;91.48;98.27;59.49
551;Boustrophedon ;61;55;3355;2348;2204;123;21;94.71;99.6;61.25
347;Boustrophedon ;49;58;2842;1526;1388;109;29;92.72;97.53;60.66
324;Boustrophedon ;57;52;2964;1434;1296;115;23;91.85;98.17;59.23
422;Boustrophedon ;54;63;3402;1869;1688;135;46;92.59;97.83;57.35
462;Boustrophedon ;57;59;3363;2003;1848;124;31;93.71;98.08;63.28
280;Varredura ;52;57;2964;1264;1120;109;35;91.13;97.77;61.68
254;Varredura ;48;49;2352;1141;1016;108;17;90.39;97.06;61.48
247;Boustrophedon ;38;49;1862;1066;988;66;12;93.74;97.99;64.91
284;Boustrophedon ;48;54;2592;1257;1136;98;23;92.06;96.8;61.06
589;Varredura ;62;63;3906;2468;2356;87;25;96.44;99.49;66.22
299;Boustrophedon ;45;62;2790;1311;1196;96;19;92.57;96.96;67.83
247;Varredura ;54;43;2322;1076;988;73;15;93.12;97.95;64.82
311;Boustrophedon ;51;47;2397;1360;1244;95;21;92.91;97.22;65.16
349;Espiral Decrescente ;63;53;3339;1532;1396;108;28;92.82;96.15;69.23
277;Varredura ;48;49;2352;1212;1108;77;27;93.5;97.74;65.4
357;Varredura ;54;57;3078;1565;1428;102;35;93.33;97.18;65.17
365;Boustrophedon ;50;63;3150;1602;1460;117;25;92.58;97.22;65.47
222;Espiral Decrescente ;46;49;2254;987;888;74;25;92.31;96.08;68.78
278;Boustrophedon ;44;48;2112;1213;1112;81;20;93.21;98.08;63.39
371;Varredura ;58;49;2842;1601;1484;97;20;93.86;98.08;62.86
487;Varredura ;55;57;3135;2059;1948;84;27;95.87;98.78;66.03
365;Espiral Crescente ;59;56;3304;1597;1460;114;23;92.76;98.25;59.43
397;Varredura ;50;50;2500;1684;1588;74;22;95.55;99.38;62.66
298;Boustrophedon ;46;45;2070;1291;1192;71;28;94.38;97.71;62.81
349;Boustrophedon ;46;61;2806;1501;1396;83;22;94.39;98.16;67.46
488;Varredura ;55;59;3245;2094;1952;120;22;94.21;98.78;59.32
309;Varredura ;43;53;2279;1310;1236;62;12;95.22;98.63;72.69
618;Boustrophedon ;63;57;3591;2563;2472;64;27;97.48;99.74;71.28
410;Boustrophedon ;62;62;3844;1810;1640;129;41;92.71;97.16;67.74
317;Espiral Crescente ;43;63;2709;1404;1268;104;32;92.42;97.89;57.89
333;Varredura ;45;63;2835;1471;1332;105;34;92.69;97.41;60.87
314;Varredura ;46;53;2438;1354;1256;83;15;93.8;97.82;64.56
392;Boustrophedon ;63;58;3654;1739;1568;140;31;91.8;96.76;64.0
281;Boustrophedon ;49;53;2597;1256;1124;97;35;92.06;96.41;62.06
258;Boustrophedon ;52;44;2288;1154;1032;83;39;92.56;96.88;63.28
294;Boustrophedon ;55;63;3465;1320;1176;106;38;91.73;95.76;66.89
312;Boustrophedon ;49;58;2842;1379;1248;99;32;92.65;98.38;58.15
258;Boustrophedon ;43;48;2064;1141;1032;90;19;91.98;97.26;63.16
356;Boustrophedon ;58;51;2958;1567;1424;112;31;92.71;96.84;62.08
419;Varredura ;63;51;3213;1831;1676;123;32;93.16;98.38;55.48
348;Boustrophedon ;58;49;2842;1521;1392;107;22;92.86;96.63;64.9
349;Varredura ;57;55;3135;1532;1396;112;24;92.57;98.13;62.21
328;Boustrophedon ;53;58;3074;1461;1312;119;30;91.68;96.58;62.8
290;Boustrophedon ;54;55;2970;1294;1160;108;26;91.48;97.03;58.63
233;Varredura ;48;40;1920;1026;932;81;13;92.0;97.74;66.81
335;Espiral Crescente ;54;54;2916;1506;1340;119;47;91.84;98.49;53.16
337;Boustrophedon ;51;63;3213;1483;1348;108;27;92.58;97.98;62.5
241;Espiral Crescente ;47;46;2162;1089;964;94;31;91.12;97.73;49.03
325;Varredura ;50;56;2800;1429;1300;99;30;92.92;98.21;57.98
331;Varredura ;54;59;3186;1472;1324;106;42;92.59;98.48;54.39
339;Boustrophedon ;63;42;2646;1462;1356;81;25;94.36;97.74;64.86
423;Espiral Crescente ;63;61;3843;1866;1692;142;32;92.26;98.09;57.85
319;Boustrophedon ;47;57;2679;1384;1276;87;21;93.62;97.52;68.87
194;Espiral Crescente ;45;51;2295;874;776;74;24;91.29;98.79;57.94
227;Varredura ;46;47;2162;999;908;71;20;92.75;98.62;60.78
291;Boustrophedon ;47;46;2162;1268;1164;83;21;93.34;97.04;67.12
341;Espiral Crescente ;62;55;3410;1507;1364;110;33;92.54;98.78;53.28
363;Boustrophedon ;56;54;3024;1604;1452;112;40;92.84;96.45;62.37
319;Varredura ;53;58;3074;1390;1276;90;24;93.41;98.16;62.65
309;Boustrophedon ;49;50;2450;1347;1236;90;21;93.21;97.51;62.61
391;Boustrophedon ;62;55;3410;1737;1564;141;32;91.73;96.09;64.46
375;Boustrophedon ;53;62;3286;1659;1500;128;31;92.14;97.73;61.61
218;Varredura ;50;52;2600;989;872;86;31;91.02;96.91;61.48
296;Boustrophedon ;46;56;2576;1315;1184;103;28;92.0;97.74;57.87
261;Boustrophedon ;41;54;2214;1164;1044;98;22;91.42;96.63;58.88
417;Boustrophedon ;61;55;3355;1847;1668;146;33;91.95;96.66;62.93
233;Espiral Crescente ;52;47;2444;1042;932;95;15;90.75;98.41;57.08
402;Varredura ;58;52;3016;1733;1608;101;24;94.09;97.37;65.6
381;Boustrophedon ;59;61;3599;1674;1524;113;37;93.1;98.45;59.81
198;Espiral Crescente ;38;49;1862;890;792;78;20;91.03;98.83;56.1
230;Espiral Decrescente ;43;48;2064;1013;920;76;17;92.37;96.74;68.98
378;Varredura ;53;58;3074;1670;1512;130;28;92.08;97.33;62.23
311;Espiral Crescente ;59;53;3127;1394;1244;120;30;91.2;98.26;56.19
381;Varredura ;52;63;3276;1679;1524;123;32;92.53;97.65;61.44
329;Varredura ;61;55;3355;1477;1316;118;43;91.77;97.47;60.24
285;Varredura ;45;50;2250;1237;1140;84;13;93.14;98.22;65.04
307;Boustrophedon ;49;48;2352;1333;1228;81;24;93.81;98.42;55.84
306;Varredura ;44;52;2288;1321;1224;67;30;94.81;99.28;57.62
292;Boustrophedon ;39;55;2145;1261;1168;69;24;94.42;98.35;67.1
360;Boustrophedon ;63;51;3213;1582;1440;116;26;92.54;98.42;61.02
330;Boustrophedon ;51;58;2958;1449;1320;91;38;93.55;97.49;61.18
388;Varredura ;60;59;3540;1738;1552;143;43;91.56;96.66;63.85
342;Varredura ;55;58;3190;1501;1368;105;28;92.87;97.94;62.37
256;Boustrophedon ;39;46;1794;1110;1024;61;25;94.38;98.21;67.29
345;Varredura ;54;62;3348;1552;1380;137;35;90.97;97.86;56.42
454;Varredura ;59;54;3186;1921;1816;88;17;95.38;99.64;61.33
279;Boustrophedon ;54;49;2646;1243;1116;98;29;91.93;97.07;61.11
367;Boustrophedon ;55;56;3080;1609;1468;107;34;93.21;97.32;60.67
266;Varredura ;51;54;2754;1194;1064;102;28;91.25;96.78;61.69
267;Varredura ;45;45;2025;1171;1068;84;19;92.71;96.94;66.67
267;Espiral Crescente ;45;54;2430;1197;1068;109;20;90.74;98.05;59.49
406;Boustrophedon ;63;58;3654;1768;1624;116;28;93.33;97.18;67.3
255;Varredura ;48;50;2400;1129;1020;80;29;92.73;97.42;63.56
275;Espiral Crescente ;52;41;2132;1209;1100;85;24;92.83;98.89;54.42
267;Boustrophedon ;46;46;2116;1168;1068;79;21;93.11;98.34;58.82
288;Boustrophedon ;47;54;2538;1268;1152;99;17;92.09;97.32;65.77
276;Espiral Decrescente ;48;53;2544;1230;1104;99;27;91.77;96.42;63.75
373;Varredura ;56;53;2968;1643;1492;124;27;92.33;96.98;61.67
423;Varredura ;52;50;2600;1790;1692;80;18;95.49;99.09;65.99
505;Varredura ;57;56;3192;2136;2020;87;29;95.87;99.45;64.9
342;Boustrophedon ;57;45;2565;1514;1368;118;28;92.06;98.11;58.72
326;Espiral Crescente ;57;55;3135;1469;1304;121;44;91.51;98.87;52.35
266;Boustrophedon ;54;53;2862;1196;1064;108;24;90.78;96.53;59.43
332;Boustrophedon ;58;51;2958;1494;1328;122;44;91.59;95.52;61.11
164;Boustrophedon ;39;42;1638;734;656;60;18;91.62;96.23;62.91
531;Varredura ;53;58;3074;2211;2124;70;17;96.81;99.65;66.53
332;Boustrophedon ;54;55;2970;1461;1328;108;25;92.48;97.08;62.45
606;Boustrophedon ;63;63;3969;2547;2424;93;30;96.31;99.5;65.64
291;Boustrophedon ;48;44;2112;1271;1164;85;22;93.19;97.53;62.67
296;Boustrophedon ;53;52;2756;1303;1184;95;24;92.57;98.09;61.02
245;Boustrophedon ;40;56;2240;1095;980;97;18;90.99;97.22;60.94
305;Espiral Decrescente ;48;53;2544;1368;1220;105;43;92.08;95.64;67.31
308;Boustrophedon ;53;51;2703;1367;1232;106;29;92.08;98.23;51.68
241;Boustrophedon ;56;45;2520;1067;964;83;20;92.07;97.11;61.58
327;Boustrophedon ;58;59;3422;1459;1308;117;34;91.79;96.59;64.44
336;Boustrophedon ;53;43;2279;1470;1344;106;20;92.69;97.2;63.92
317;Varredura ;51;55;2805;1403;1268;98;37;92.83;97.89;57.95
343;Espiral Crescente ;62;57;3534;1547;1372;134;41;91.1;98.13;51.59
271;Boustrophedon ;56;44;2464;1201;1084;96;21;91.86;96.79;63.56
329;Boustrophedon ;54;52;2808;1447;1316;101;30;92.87;97.87;61.31
296;Boustrophedon ;61;53;3233;1357;1184;138;35;89.56;96.45;56.96
311;Espiral Crescente ;50;62;3100;1375;1244;105;26;92.22;98.03;64.29
337;Boustrophedon ;53;51;2703;1459;1348;89;22;93.81;98.37;60.94
376;Boustrophedon ;63;47;2961;1645;1504;108;33;93.3;97.27;64.26
343;Boustrophedon ;51;52;2652;1489;1372;98;19;93.33;98.4;59.07
323;Boustrophedon ;47;59;2773;1427;1292;93;42;93.29;97.45;63.57
251;Varredura ;43;43;1849;1084;1004;61;19;94.27;97.48;66.47
332;Boustrophedon ;45;58;2610;1466;1328;102;36;92.87;97.81;59.71
369;Varredura ;63;44;2772;1607;1476;96;35;93.89;97.6;58.12
199;Boustrophedon ;38;42;1596;871;796;63;12;92.67;97.12;68.93
363;Varredura ;53;54;2862;1600;1452;110;38;92.96;98.27;54.21
293;Espiral Crescente ;57;53;3021;1300;1172;103;25;91.92;98.94;55.17
377;Varredura ;54;49;2646;1609;1508;68;33;95.69;99.2;60.35
237;Varredura ;61;40;2440;1054;948;86;20;91.68;98.64;61.38
369;Espiral Crescente ;52;58;3016;1630;1476;116;38;92.71;98.07;54.29
612;Varredura ;63;54;3402;2581;2448;99;34;96.11;99.29;64.0
395;Boustrophedon ;45;63;2835;1734;1580;127;27;92.56;97.1;60.7
324;Boustrophedon ;51;58;2958;1429;1296;99;34;92.9;97.42;61.57
288;Varredura ;58;55;3190;1293;1152;111;30;91.21;97.18;62.46
368;Boustrophedon ;57;63;3591;1646;1472;144;30;91.09;97.13;61.41
299;Espiral Crescente ;47;59;2773;1326;1196;94;36;92.71;98.4;57.03
355;Varredura ;63;45;2835;1541;1420;106;15;93.05;98.01;66.2
